CTUID,Geography,Total - Family characteristics of adults (restricted to persons aged 15 and over),  Adults living in census families,    Married spouses and common-law partners,      Without children in their census family,      With children in their census family,    Lone parents (in lone-parent census families),"    Children in census families (as in sons, daughters or grandchildren)",  Adults not living in census families,    Living with other relatives,    Living with non-relatives only,    Living alone
5350214.00,0214.00 (5350214.00)   00000 (  2.8%),4450,3250,2410,1235,1180,230,610,1200,140,180,890
5350215.00,0215.00 (5350215.00)   00000 (  2.8%),5685,4490,3245,1475,1775,315,925,1195,160,235,795
5350216.00,0216.00 (5350216.00)   00000 (  2.9%),4530,3795,2875,1215,1660,165,755,735,90,120,525
5350217.00,0217.00 (5350217.00)   00000 (  3.7%),4840,3340,2215,1010,1210,425,695,1500,125,275,1100
5350218.00,0218.00 (5350218.00)   00000 (  2.1%),2130,1815,1390,540,850,80,350,315,20,65,240
5350219.00,0219.00 (5350219.00)   00000 (  1.9%),3660,3070,2150,805,1345,195,725,585,115,105,365
5350220.00,0220.00 (5350220.00)   00000 (  3.4%),3490,2880,1950,765,1185,205,725,615,130,115,370
5350221.01,0221.01 (5350221.01)   00000 (  2.2%),5620,4550,3185,1505,1685,285,1080,1070,155,105,810
5350221.02,0221.02 (5350221.02)   00000 (  5.0%),4255,3240,2085,825,1260,325,830,1020,145,240,640
5350222.01,0222.01 (5350222.01)   00000 (  2.8%),5655,4590,3100,1320,1775,350,1140,1065,185,245,640
5350222.02,0222.02 (5350222.02)   00000 (  5.1%),3875,3245,2075,715,1365,355,810,635,155,110,370
5350223.01,0223.01 (5350223.01)   00000 (  2.6%),1275,1135,785,285,500,65,285,140,45,25,70
5350223.02,0223.02 (5350223.02)   00000 (  2.5%),1810,1565,1060,375,680,85,420,245,40,50,150
5350224.00,0224.00 (5350224.00)   00000 (  2.0%),1405,1290,915,300,615,45,325,115,25,10,75
5350225.01,0225.01 (5350225.01)   00000 (  3.1%),4460,3315,2305,1245,1060,280,730,1145,155,210,780
5350225.02,0225.02 (5350225.02)   00000 (  5.4%),8295,5240,3685,2220,1465,575,985,3055,340,535,2180
5350226.00,0226.00 (5350226.00)   00000 (  2.5%),2605,2240,1700,690,1005,75,465,360,45,50,265
5350227.00,0227.00 (5350227.00)   00000 (  2.0%),1445,1285,925,370,555,50,305,160,30,25,100
5350228.00,0228.00 (5350228.00)   00000 (  3.2%),2675,2155,1620,835,780,105,435,510,20,70,425
5350229.00,0229.00 (5350229.00)   00000 (  6.0%),865,780,565,180,390,30,180,90,20,5,60
5350230.01,0230.01 (5350230.01)   00000 (  3.3%),2120,1660,1170,615,555,120,370,455,30,55,370
5350230.02,0230.02 (5350230.02)   00000 (  4.8%),5455,4350,2760,1210,1555,460,1130,1105,210,175,720
5350231.00,0231.00 (5350231.00)   00000 (  2.5%),5510,4555,3160,1315,1845,255,1140,950,120,140,695
5350232.00,0232.00 (5350232.00)   00000 (  2.2%),3240,2965,2065,805,1265,110,790,275,60,45,165
5350233.00,0233.00 (5350233.00)   00000 (  1.8%),4630,4120,2835,1120,1720,250,1040,510,120,75,315
5350234.00,0234.00 (5350234.00)   00000 (  2.6%),3745,3310,2160,835,1325,245,905,435,95,45,285
5350235.01,0235.01 (5350235.01)   00000 (  2.5%),2445,2100,1395,525,870,145,560,345,90,85,165
5350235.02,0235.02 (5350235.02)   00000 (  2.8%),4580,3810,2360,980,1385,365,1080,765,170,130,470
5350236.01,0236.01 (5350236.01)   00000 (  4.1%),5515,4465,2705,1070,1630,495,1260,1055,195,210,650
5350236.02,0236.02 (5350236.02)   00000 (  2.5%),5135,4355,2875,1140,1740,305,1175,775,130,135,510
5350237.01,0237.01 (5350237.01)   00000 (  3.0%),5370,4340,2545,920,1630,570,1225,1025,255,195,570
5350237.02,0237.02 (5350237.02)   00000 (  2.4%),2465,2110,1430,540,885,150,530,360,85,85,190
5350237.03,0237.03 (5350237.03)   00000 (  3.3%),4940,3665,2445,1220,1220,360,865,1275,170,185,920
5350238.01,0238.01 (5350238.01)   00000 (  1.6%),2905,2560,1710,690,1025,140,715,345,60,40,245
5350238.02,0238.02 (5350238.02)   00000 (  2.4%),4290,3515,2265,890,1380,375,875,775,165,165,445
5350239.00,0239.00 (5350239.00)   00000 (  3.0%),5240,4330,2490,1020,1470,615,1220,910,200,205,505
5350240.01,0240.01 (5350240.01)   00000 (  1.9%),2900,2540,1785,750,1030,145,620,355,75,35,245
5350240.02,0240.02 (5350240.02)   00000 (  4.2%),4970,3795,2530,1245,1285,370,895,1175,155,130,890
5350241.00,0241.00 (5350241.00)   00000 (  9.4%),2390,2055,1405,555,850,120,525,330,65,70,200
5350242.00,0242.00 (5350242.00)   00000 (  3.4%),1305,1095,490,190,305,215,390,210,55,35,120
5350243.01,0243.01 (5350243.01)   00000 (  4.0%),5120,3910,2090,805,1285,515,1305,1210,245,460,505
5350243.02,0243.02 (5350243.02)   00000 (  3.2%),3095,2515,1480,650,830,270,760,585,145,140,305
5350244.01,0244.01 (5350244.01)   00000 (  2.9%),4710,3885,2215,805,1405,455,1215,825,210,240,375
5350244.02,0244.02 (5350244.02)   00000 (  3.4%),2930,2395,1165,410,755,430,795,540,135,150,265
5350245.00,0245.00 (5350245.00)   00000 (  3.2%),5795,4625,2670,1010,1660,595,1360,1170,255,275,635
5350246.00,0246.00 (5350246.00)   00000 (  6.0%),2930,2345,1530,590,940,185,625,590,125,115,350
5350247.01,0247.01 (5350247.01)   00000 (  3.8%),7275,5895,3670,1270,2400,475,1760,1375,400,425,550
5350247.02,0247.02 (5350247.02)   00000 (  2.5%),6060,5100,3385,1260,2125,355,1360,955,225,270,460
5350248.02,0248.02 (5350248.02)   00000 (  4.5%),4275,3415,1365,375,990,640,1415,850,195,140,520
5350248.03,0248.03 (5350248.03)   00000 (  3.5%),2225,1870,1105,355,745,160,610,350,90,165,95
5350248.04,0248.04 (5350248.04)   00100 (  5.2%),3940,2900,1690,625,1060,330,885,1035,225,550,260
5350248.05,0248.05 (5350248.05)   00100 (  5.4%),3630,2710,1625,610,1010,235,850,920,200,465,255
5350249.01,0249.01 (5350249.01)   00000 (  1.9%),3995,3475,2225,835,1390,240,1010,525,215,160,150
5350249.03,0249.03 (5350249.03)   00000 (  2.6%),4720,4060,2335,695,1640,400,1330,660,250,235,180
5350249.04,0249.04 (5350249.04)   00000 (  2.7%),2710,2290,1440,440,995,165,680,420,150,155,115
5350249.05,0249.05 (5350249.05)   00000 (  2.8%),4230,3705,2265,545,1720,335,1105,525,205,200,120
5350250.01,0250.01 (5350250.01)   00000 (  4.7%),4295,3590,2200,755,1440,320,1070,700,225,280,195
5350250.02,0250.02 (5350250.02)   00000 (  3.4%),4105,3345,2025,845,1180,375,945,760,210,170,380
5350250.04,0250.04 (5350250.04)   00100 (  4.7%),4590,3625,2065,585,1480,595,960,960,240,415,305
5350250.05,0250.05 (5350250.05)   00000 (  3.0%),5945,5070,2815,665,2150,555,1695,875,330,250,300
5350260.01,0260.01 (5350260.01)   00000 (  2.4%),5695,4590,2875,925,1950,315,1395,1105,270,200,635
5350260.04,0260.04 (5350260.04)   00000 (  3.1%),3215,2495,1635,470,1165,215,645,715,155,165,395
5350260.05,0260.05 (5350260.05)   00100 (  2.7%),2845,2365,1330,295,1030,365,675,480,110,95,275
5350260.06,0260.06 (5350260.06)   00000 (  2.4%),2615,2095,1205,360,850,270,620,515,140,170,210
5350260.07,0260.07 (5350260.07)   00000 (  2.9%),3175,2495,1665,765,895,205,630,680,125,95,460
5350261.00,0261.00 (5350261.00)   00000 (  6.5%),4465,3320,1765,685,1080,480,1070,1145,170,125,855
5350262.01,0262.01 (5350262.01)   00000 (  3.4%),4890,3425,2315,1080,1235,405,705,1460,170,225,1065
5350262.02,0262.02 (5350262.02)   00000 (  3.6%),5195,4080,2580,1005,1575,410,1090,1120,155,235,730
5350263.02,0263.02 (5350263.02)   00000 (  4.9%),2920,2100,1520,760,765,165,415,820,60,85,680
5350263.03,0263.03 (5350263.03)   00000 (  7.5%),3935,2950,1985,855,1130,275,690,985,115,120,750
5350263.04,0263.04 (5350263.04)   00000 (  4.1%),5765,3725,2870,1860,1015,330,525,2040,190,190,1660
5350264.00,0264.00 (5350264.00)   00000 (  3.0%),1140,1000,640,275,365,50,305,145,35,40,65
5350265.00,0265.00 (5350265.00)   00000 (  2.6%),3825,3330,2415,1000,1420,135,780,500,50,60,390
5350266.00,0266.00 (5350266.00)   00000 (  2.4%),2775,2520,1645,615,1035,100,770,255,35,50,165
5350267.00,0267.00 (5350267.00)   00000 (  1.2%),5270,4745,3295,1090,2205,185,1265,525,140,125,260
5350268.00,0268.00 (5350268.00)   00000 (  2.9%),5495,4190,3030,1460,1565,285,875,1310,160,140,1010
5350269.01,0269.01 (5350269.01)   00000 (  3.7%),4285,3170,1785,705,1075,455,935,1115,185,320,610
5350269.02,0269.02 (5350269.02)   00000 (  2.3%),2180,1930,1330,500,830,110,490,250,45,50,155
5350270.01,0270.01 (5350270.01)   00000 (  2.8%),4150,3210,1990,835,1150,365,855,945,160,245,540
5350270.02,0270.02 (5350270.02)   00000 (  3.1%),3415,2800,1745,655,1085,330,725,615,120,100,395
5350271.01,0271.01 (5350271.01)   00000 (  2.8%),2055,1760,1175,450,725,130,455,300,65,55,180
5350271.02,0271.02 (5350271.02)   00000 (  2.8%),3895,3270,2020,685,1340,340,910,625,120,130,375
5350272.01,0272.01 (5350272.01)   00000 (  3.4%),4900,3745,2130,700,1425,535,1080,1150,220,265,660
5350272.02,0272.02 (5350272.02)   00000 (  3.1%),4010,3270,2060,795,1270,280,925,745,155,140,450
5350273.01,0273.01 (5350273.01)   00000 (  4.6%),3270,2970,1945,675,1270,160,865,310,95,85,125
5350273.02,0273.02 (5350273.02)   00000 (  2.2%),3540,3075,2045,815,1225,215,815,460,80,140,240
5350274.01,0274.01 (5350274.01)   00000 (  2.1%),4095,3430,2230,810,1425,265,935,660,120,195,345
5350274.02,0274.02 (5350274.02)   00000 (  2.6%),4140,3370,2290,1010,1285,230,850,770,90,80,595
5350275.00,0275.00 (5350275.00)   00000 (  2.6%),4890,3990,2845,1260,1585,185,965,900,85,110,710
5350276.01,0276.01 (5350276.01)   00000 (  3.1%),5150,3865,2715,1055,1660,260,890,1285,90,215,980
5350276.02,0276.02 (5350276.02)   00000 (  2.0%),5415,4630,3280,1125,2160,240,1100,785,85,220,480
5350277.00,0277.00 (5350277.00)   00000 (  2.8%),3100,2680,1735,520,1215,105,840,425,60,145,220
5350278.00,0278.00 (5350278.00)   00000 (  3.5%),5930,4645,3100,1055,2050,295,1250,1285,145,350,785
5350279.01,0279.01 (5350279.01)   00000 (  3.1%),3450,2790,1860,800,1060,230,695,660,125,190,350
5350279.02,0279.02 (5350279.02)   00000 (  8.7%),4955,4000,2445,885,1560,405,1150,955,220,240,495
5350280.00,0280.00 (5350280.00)   00000 (  3.1%),6030,4690,2835,1095,1745,615,1240,1345,250,260,835
5350281.01,0281.01 (5350281.01)   00000 (  3.1%),5255,4310,2355,730,1620,645,1315,945,250,220,480
5350281.02,0281.02 (5350281.02)   00000 (  3.3%),3060,2465,1170,355,815,470,830,590,185,175,235
5350282.00,0282.00 (5350282.00)   00000 (  2.4%),3835,3205,2080,770,1310,235,890,630,130,150,350
5350283.01,0283.01 (5350283.01)   00000 (  5.3%),4195,3370,1710,585,1125,610,1055,825,185,170,470
5350283.02,0283.02 (5350283.02)   00000 (  4.4%),3630,2950,1465,600,870,540,935,680,175,80,420
5350284.00,0284.00 (5350284.00)   00000 (  3.5%),5540,4540,2895,1055,1835,430,1215,1000,235,290,475
5350285.00,0285.00 (5350285.00)   00000 (  2.9%),2830,2265,1420,560,855,210,640,560,135,140,290
5350286.00,0286.00 (5350286.00)   00000 (  4.1%),3655,2755,1560,780,780,365,825,900,180,210,505
5350287.02,0287.02 (5350287.02)   00000 (  6.1%),4935,3740,2255,800,1460,460,1015,1195,200,385,610
5350287.03,0287.03 (5350287.03)   00000 (  3.5%),2610,1945,730,270,460,440,770,665,95,90,485
5350287.04,0287.04 (5350287.04)   00000 (  3.7%),3615,2380,1550,605,950,235,605,1230,105,185,940
5350288.00,0288.00 (5350288.00)   00000 (  3.3%),8220,6130,4125,1615,2510,550,1460,2085,295,530,1260
5350289.00,0289.00 (5350289.00)   00000 (  3.3%),4020,3230,2060,850,1210,300,870,785,195,220,370
5350290.01,0290.01 (5350290.01)   00000 (  4.2%),3025,2255,1310,535,775,340,605,770,120,185,460
5350290.02,0290.02 (5350290.02)   00000 (  3.7%),1310,900,600,275,325,105,200,405,45,65,300
5350291.02,0291.02 (5350291.02)   00000 (  3.9%),4160,3155,2020,835,1185,325,810,1005,205,185,615
5350291.03,0291.03 (5350291.03)   00000 (  2.8%),1980,1530,940,415,520,185,410,455,100,120,230
5350291.04,0291.04 (5350291.04)   00000 (  2.8%),1350,1030,610,235,375,140,280,325,50,60,210
5350292.00,0292.00 (5350292.00)   00000 (  4.1%),5435,4255,2440,795,1650,570,1245,1180,320,375,485
5350293.00,0293.00 (5350293.00)   00000 (  3.0%),5140,4335,2685,915,1770,440,1210,805,230,185,395
5350294.01,0294.01 (5350294.01)   00000 (  3.6%),3560,2930,1710,685,1020,400,820,635,165,185,285
5350294.02,0294.02 (5350294.02)   00000 (  3.3%),3835,3190,1765,630,1140,385,1045,645,230,210,200
5350295.00,0295.00 (5350295.00)   00000 (  3.1%),4365,3465,2125,770,1350,395,950,905,210,235,465
5350296.00,0296.00 (5350296.00)   00900 (  4.0%),50,50,30,15,15,5,15,5,5,0,0
5350297.01,0297.01 (5350297.01)   00000 (  4.4%),6185,4540,3060,1380,1680,420,1055,1650,230,405,1005
5350297.02,0297.02 (5350297.02)   00000 (  2.4%),5440,4210,2955,1235,1715,265,995,1225,145,305,780
5350298.00,0298.00 (5350298.00)   00000 (  1.7%),3715,3115,2085,635,1450,195,835,600,85,235,275
5350299.01,0299.01 (5350299.01)   00000 (  3.6%),5110,4195,2900,1020,1885,270,1020,915,170,320,430
5350299.02,0299.02 (5350299.02)   00000 (  3.6%),4825,3045,2395,1535,855,220,435,1780,225,385,1175
5350300.00,0300.00 (5350300.00)   00000 (  3.1%),12170,8110,6315,3565,2750,545,1245,4060,400,825,2830
5350301.01,0301.01 (5350301.01)   00000 (  2.4%),2390,1975,1395,545,855,150,435,410,80,120,210
5350301.03,0301.03 (5350301.03)   00100 (  3.4%),5760,4150,3000,1195,1810,310,835,1610,225,635,750
5350301.04,0301.04 (5350301.04)   00100 (  3.2%),5055,3500,2355,1090,1265,320,815,1560,235,495,830
5350302.01,0302.01 (5350302.01)   00000 (  1.8%),5515,4510,3045,1300,1750,315,1145,1000,190,255,555
5350302.02,0302.02 (5350302.02)   00000 (  2.8%),5255,4350,2815,1050,1765,360,1175,910,195,425,290
5350302.03,0302.03 (5350302.03)   00000 (  2.6%),2985,2365,1560,590,970,175,630,625,130,315,180
5350303.00,0303.00 (5350303.00)   00000 (  2.5%),4455,3625,2240,670,1575,345,1040,835,170,380,280
5350304.01,0304.01 (5350304.01)   00000 (  2.7%),3665,2990,1875,555,1320,315,800,675,165,210,295
5350304.02,0304.02 (5350304.02)   00000 (  4.2%),3995,3330,2410,1160,1250,215,710,665,125,120,420
5350304.03,0304.03 (5350304.03)   00000 (  2.3%),2450,2155,1270,470,800,225,660,300,105,75,115
5350304.04,0304.04 (5350304.04)   00000 (  3.1%),3065,2430,1670,545,1125,205,555,635,135,200,300
5350304.05,0304.05 (5350304.05)   00000 (  2.8%),2540,1945,1370,690,680,125,450,600,110,205,285
5350304.06,0304.06 (5350304.06)   00000 (  2.5%),5040,3940,2745,1080,1665,270,920,1110,225,345,535
5350305.01,0305.01 (5350305.01)   00000 (  2.2%),3930,3420,2390,1045,1350,160,870,505,130,140,235
5350305.03,0305.03 (5350305.03)   00000 (  3.6%),4295,3330,2315,1140,1175,275,740,965,110,160,690
5350305.04,0305.04 (5350305.04)   00100 (  5.0%),8050,5205,4110,2490,1620,365,730,2850,260,430,2155
5350306.01,0306.01 (5350306.01)   00000 (  2.9%),3900,3330,2030,665,1360,275,1030,570,150,200,220
5350306.02,0306.02 (5350306.02)   00000 (  2.8%),4125,3420,2295,805,1490,185,935,705,135,185,385
5350307.03,0307.03 (5350307.03)   00100 (  3.9%),4430,3310,2175,845,1335,325,810,1120,160,270,685
5350307.04,0307.04 (5350307.04)   00000 (  3.4%),6335,4385,3100,1550,1545,350,940,1945,285,460,1200
5350307.05,0307.05 (5350307.05)   00100 (  3.5%),3300,2010,1545,955,590,155,310,1290,135,330,830
5350307.06,0307.06 (5350307.06)   00000 (  4.0%),4600,3535,2515,1010,1500,235,785,1065,155,255,655
5350307.07,0307.07 (5350307.07)   00100 (  3.2%),5480,4255,2870,1055,1815,270,1115,1230,200,455,575
5350308.02,0308.02 (5350308.02)   00000 (  2.8%),3680,3025,2100,825,1270,160,765,655,105,175,375
5350308.03,0308.03 (5350308.03)   00000 (  2.2%),965,800,580,225,360,30,185,165,30,80,55
5350308.04,0308.04 (5350308.04)   00000 (  4.0%),10290,6690,4955,2765,2185,450,1290,3600,425,950,2220
5350309.00,0309.00 (5350309.00)   00000 (  4.8%),5290,4070,2395,875,1525,495,1180,1220,250,455,520
5350310.01,0310.01 (5350310.01)   00000 (  3.3%),2850,2390,1630,640,985,160,605,460,100,140,220
5350310.02,0310.02 (5350310.02)   00000 (  3.1%),4230,3385,2175,745,1430,300,910,845,160,260,430
5350311.02,0311.02 (5350311.02)   00000 (  3.3%),4955,3800,2165,790,1375,480,1155,1155,275,280,600
5350311.03,0311.03 (5350311.03)   00000 (  2.8%),2270,1895,1105,415,690,200,590,380,120,115,145
5350311.04,0311.04 (5350311.04)   00000 (  2.7%),5520,4500,2610,960,1655,535,1355,1015,315,250,455
5350311.05,0311.05 (5350311.05)   00100 (  3.8%),5720,3815,2265,905,1355,540,1010,1905,340,890,670
5350311.06,0311.06 (5350311.06)   00100 (  5.4%),5060,2665,1700,855,845,325,645,2395,285,1320,790
5350312.02,0312.02 (5350312.02)   00000 (  3.2%),2760,2170,1130,355,770,350,685,595,190,225,180
5350312.03,0312.03 (5350312.03)   00000 (  3.7%),5190,4230,2180,770,1410,710,1335,965,270,265,435
5350312.04,0312.04 (5350312.04)   00000 (  5.9%),4285,3445,1585,495,1095,690,1175,840,265,320,255
5350312.05,0312.05 (5350312.05)   00100 (  4.4%),2845,2200,840,260,580,600,755,645,175,230,240
5350312.06,0312.06 (5350312.06)   00000 (  2.8%),2795,2305,1150,385,765,355,795,490,155,145,190
5350312.07,0312.07 (5350312.07)   00000 (  3.1%),2710,2060,1155,510,650,255,650,650,105,90,455
5350313.00,0313.00 (5350313.00)   00000 (  3.0%),4585,3775,2170,815,1350,460,1140,810,240,260,310
5350314.01,0314.01 (5350314.01)   00000 (  2.7%),3885,3150,1730,500,1230,510,910,740,215,240,280
5350314.02,0314.02 (5350314.02)   00000 (  3.4%),4120,3450,2020,710,1305,350,1080,670,195,210,265
5350315.01,0315.01 (5350315.01)   00000 (  2.8%),2910,2500,1595,680,910,195,715,415,120,100,185
5350315.02,0315.02 (5350315.02)   00000 (  2.7%),2870,2480,1490,475,1020,225,760,390,130,90,170
5350315.03,0315.03 (5350315.03)   00000 (  2.5%),4480,3765,2195,730,1465,405,1165,715,225,215,275
5350316.01,0316.01 (5350316.01)   00000 (  5.7%),3205,2665,1605,615,990,265,800,540,165,150,225
5350316.03,0316.03 (5350316.03)   00000 (  3.4%),4580,3630,1775,475,1300,650,1205,950,325,250,375
5350316.04,0316.04 (5350316.04)   00100 (  4.4%),3325,2385,980,315,665,540,860,940,165,160,605
5350316.05,0316.05 (5350316.05)   00000 (  3.3%),3085,2420,1200,385,810,440,785,665,175,250,240
5350316.06,0316.06 (5350316.06)   00000 (  3.6%),2765,2270,990,320,670,480,805,495,140,140,215
5350317.02,0317.02 (5350317.02)   00000 (  3.2%),6525,4570,3075,1570,1505,465,1030,1955,210,490,1255
5350317.03,0317.03 (5350317.03)   00000 (  2.2%),3235,2775,1855,790,1070,180,740,455,125,165,160
5350317.04,0317.04 (5350317.04)   00000 (  2.7%),5605,4460,2820,1155,1665,470,1165,1145,225,305,610
5350317.05,0317.05 (5350317.05)   00000 (  3.4%),1995,1520,1005,445,555,115,400,475,75,195,200
5350318.00,0318.00 (5350318.00)   00100 (  3.1%),7635,5610,3685,1595,2085,455,1470,2020,340,870,815
5350319.00,0319.00 (5350319.00)   00000 (  3.0%),3685,2945,1950,815,1135,215,780,740,150,280,310
5350320.01,0320.01 (5350320.01)   00000 (  4.8%),4360,3225,2140,965,1175,330,755,1135,170,350,615
5350320.02,0320.02 (5350320.02)   00000 (  2.3%),5150,4030,2565,1055,1510,355,1110,1120,230,480,410
5350321.01,0321.01 (5350321.01)   00000 (  2.5%),3370,2860,1935,755,1180,150,775,510,130,215,165
5350321.02,0321.02 (5350321.02)   00000 (  3.0%),3555,2865,1930,770,1155,165,780,685,135,270,285
5350322.01,0322.01 (5350322.01)   00100 (  3.9%),4320,2880,1900,935,965,300,685,1435,265,415,755
5350322.02,0322.02 (5350322.02)   01000 ( 11.5%),2710,1985,1345,585,765,95,540,720,80,260,385
5350323.01,0323.01 (5350323.01)   00000 (  2.4%),3735,3025,2050,905,1145,225,750,715,130,125,450
5350323.02,0323.02 (5350323.02)   00000 (  6.5%),4400,3735,2635,1275,1350,190,910,665,140,135,390
5350324.01,0324.01 (5350324.01)   00000 (  3.4%),3015,2605,1525,570,955,275,805,410,120,160,135
5350324.02,0324.02 (5350324.02)   00000 (  2.5%),5335,4470,2705,1000,1700,465,1300,865,185,365,320
5350324.03,0324.03 (5350324.03)   00000 (  3.0%),3540,2665,2005,1195,810,140,520,875,110,220,545
5350324.05,0324.05 (5350324.05)   00000 (  2.6%),2980,2310,1580,635,945,160,570,675,85,135,455
5350324.06,0324.06 (5350324.06)   00000 (  2.0%),2945,2605,1755,485,1275,175,680,340,90,85,160
5350330.00,0330.00 (5350330.00)   00000 (  3.4%),3675,3015,2145,1050,1095,190,675,665,75,125,460
5350331.01,0331.01 (5350331.01)   00000 (  4.4%),4690,3750,2495,1175,1320,340,915,935,160,115,660
5350331.03,0331.03 (5350331.03)   00000 (  2.1%),4530,3830,2195,495,1700,495,1145,695,195,245,255
5350331.04,0331.04 (5350331.04)   00000 (  5.1%),2655,2095,1350,575,770,180,570,555,70,65,420
5350332.00,0332.00 (5350332.00)   00000 (  4.7%),5895,4560,2540,885,1660,655,1370,1330,210,265,855
5350333.00,0333.00 (5350333.00)   00000 (  2.1%),3935,3350,2130,825,1310,285,935,590,125,160,305
5350334.00,0334.00 (5350334.00)   00000 (  3.1%),2880,2450,1700,645,1060,145,605,435,80,80,270
5350335.00,0335.00 (5350335.00)   00000 (  2.8%),6435,5080,3230,1145,2090,450,1395,1360,220,220,915
5350336.00,0336.00 (5350336.00)   00000 (  3.1%),5625,4615,3020,1195,1820,375,1215,1015,220,275,515
5350337.01,0337.01 (5350337.01)   00100 (  4.2%),595,410,225,75,150,75,110,185,30,40,115
5350337.02,0337.02 (5350337.02)   00000 (  8.4%),1570,1145,730,380,350,175,245,420,45,85,290
5350338.00,0338.00 (5350338.00)   00000 (  4.5%),4950,3635,2530,1065,1460,310,800,1310,120,220,975
5350339.00,0339.00 (5350339.00)   00000 (  3.2%),5610,4280,3110,1435,1675,330,845,1325,80,180,1070
5350340.00,0340.00 (5350340.00)   00000 (  2.9%),5500,4420,2985,1025,1960,355,1080,1080,210,320,545
5350341.02,0341.02 (5350341.02)   00100 (  7.1%),3560,2440,1700,735,970,190,550,1115,145,295,675
5350341.03,0341.03 (5350341.03)   00000 (  3.5%),2480,1880,1130,185,950,275,470,600,55,75,470
5350341.04,0341.04 (5350341.04)   00000 (  3.1%),4715,3610,2230,730,1500,385,995,1100,165,295,635
5350342.00,0342.00 (5350342.00)   00000 (  3.5%),6010,5085,3185,940,2245,490,1415,925,280,280,365
5350343.00,0343.00 (5350343.00)   00000 (  4.8%),3515,2795,1710,640,1075,295,795,720,145,205,370
5350344.01,0344.01 (5350344.01)   00000 (  3.1%),4435,3440,2110,835,1275,350,980,1000,205,305,495
5350344.02,0344.02 (5350344.02)   00000 (  4.2%),2890,1795,1045,510,535,325,425,1100,75,70,955
5350345.00,0345.00 (5350345.00)   00000 (  2.7%),3340,2735,1655,545,1105,250,830,605,200,205,205
5350346.01,0346.01 (5350346.01)   00000 (  2.9%),3655,2970,1730,520,1210,385,855,690,150,180,355
5350346.02,0346.02 (5350346.02)   00000 (  2.9%),4365,3450,2065,675,1390,460,930,915,200,240,470
5350347.00,0347.00 (5350347.00)   00000 (  5.8%),2200,1835,1200,400,805,150,480,370,85,100,185
5350348.00,0348.00 (5350348.00)   00000 (  5.2%),4515,3715,2410,875,1535,325,980,805,200,155,445
5350349.00,0349.00 (5350349.00)   00000 (  3.4%),4785,3555,2110,750,1360,470,975,1225,230,260,735
5350350.00,0350.00 (5350350.00)   00000 (  2.6%),4510,3550,2235,875,1360,335,980,960,180,230,550
5350351.01,0351.01 (5350351.01)   00000 (  2.9%),4595,3605,2230,810,1420,405,975,990,195,255,540
5350351.02,0351.02 (5350351.02)   00000 (  4.0%),2335,1765,1075,480,590,225,460,575,120,155,300
5350352.00,0352.00 (5350352.00)   00100 (  4.1%),4355,3440,2190,780,1410,315,945,915,210,210,495
5350353.02,0353.02 (5350353.02)   00000 (  2.4%),4340,3685,2230,750,1480,330,1120,660,185,190,280
5350353.03,0353.03 (5350353.03)   00000 (  2.8%),2600,2140,1315,425,895,205,620,465,110,115,240
5350353.04,0353.04 (5350353.04)   00000 (  2.7%),3595,2910,1685,485,1210,365,855,680,140,165,380
5350354.00,0354.00 (5350354.00)   00000 (  3.3%),4415,3660,2310,860,1450,295,1050,750,190,245,320
5350355.02,0355.02 (5350355.02)   00000 (  2.4%),4420,3575,2090,800,1290,430,1055,840,215,170,460
5350355.04,0355.04 (5350355.04)   00000 (  4.6%),3990,3210,1855,560,1300,415,935,780,195,190,395
5350355.05,0355.05 (5350355.05)   00100 (  4.2%),2230,1745,950,295,650,285,505,490,105,175,205
5350355.06,0355.06 (5350355.06)   00000 (  3.4%),1240,1035,460,115,350,220,350,205,55,35,115
5350356.00,0356.00 (5350356.00)   00000 (  5.0%),3875,3200,2070,705,1360,235,895,675,160,210,315
5350357.01,0357.01 (5350357.01)   00000 (  2.7%),5500,4360,2785,940,1845,410,1165,1135,205,215,720
5350357.02,0357.02 (5350357.02)   00000 (  3.1%),3725,3045,1535,525,1005,610,900,680,155,180,345
5350358.01,0358.01 (5350358.01)   00000 (  2.7%),2860,2425,1460,620,835,255,710,440,130,115,195
5350358.02,0358.02 (5350358.02)   00000 (  4.3%),3930,2865,1510,560,955,445,910,1060,170,130,765
5350358.03,0358.03 (5350358.03)   00000 (  5.0%),4540,3315,1745,590,1155,485,1080,1230,165,195,865
5350359.00,0359.00 (5350359.00)   00000 (  4.3%),6025,4805,2450,785,1665,785,1570,1220,235,315,670
5350360.00,0360.00 (5350360.00)   00000 (  3.5%),5035,4365,2735,1070,1670,375,1255,670,200,175,295
5350361.01,0361.01 (5350361.01)   00000 (  3.1%),4960,4505,3005,1215,1795,240,1260,460,125,90,240
5350361.02,0361.02 (5350361.02)   00000 (  1.7%),6235,5670,3845,1395,2450,355,1475,560,180,115,260
5350362.01,0362.01 (5350362.01)   00000 (  3.1%),5245,4480,2625,905,1725,470,1385,765,245,140,385
5350362.02,0362.02 (5350362.02)   00000 (  2.6%),4870,4260,2695,890,1800,220,1345,610,245,175,190
5350362.03,0362.03 (5350362.03)   00000 (  2.6%),6055,5200,3305,1190,2120,290,1600,860,255,370,235
5350362.04,0362.04 (5350362.04)   00000 (  4.9%),4185,3395,1965,720,1245,355,1070,795,185,140,465
